match_id,queue_id,queue_name,blue_win,red_win,game_duration,game_creation,patch_version,avg_blue_mmr,avg_red_mmr,mmr_difference,blue_mmr_std,red_mmr_std,avg_tier
NA1_5019113618,490,Quickplay (Normal),True,False,398,1718321127586,"['14', '12']",,,,,,
NA1_5019009836,490,Quickplay (Normal),False,True,1551,1718308604256,"['14', '12']",,,,,,
NA1_5178205356,490,Quickplay (Normal),True,False,1060,1733816230944,"['14', '23']",,,,,,
NA1_4899669558,490,Quickplay (Normal),False,True,1776,1705874240950,"['14', '1']",,,,,,
NA1_4857234190,490,Quickplay (Normal),True,False,1594,1702347686835,"['13', '24']",,,,,,
NA1_4910583426,490,Quickplay (Normal),False,True,1231,1706919041259,"['14', '2']",,,,,,
NA1_5183475334,490,Quickplay (Normal),False,True,2483,1734338187358,"['14', '24']",,,,,,
NA1_5121964579,490,Quickplay (Normal),True,False,498,1727477659027,"['14', '19']",,,,,,
NA1_4866311693,490,Quickplay (Normal),False,True,1042,1703114581716,"['13', '24']",,,,,,
NA1_5190081842,490,Quickplay (Normal),True,False,943,1735023002397,"['14', '24']",,,,,,
NA1_5067650583,490,Quickplay (Normal),True,False,1866,1722284907816,"['14', '14']",,,,,,
NA1_4998958736,490,Quickplay (Normal),False,True,2463,1715872264295,"['14', '10']",,,,,,
NA1_5021314523,490,Quickplay (Normal),True,False,2144,1718582013515,"['14', '12']",,,,,,
NA1_5149395025,490,Quickplay (Normal),False,True,1666,1731038477815,"['14', '22']",,,,,,
NA1_5178000529,490,Quickplay (Normal),True,False,964,1733801759944,"['14', '23']",,,,,,
NA1_5121802706,490,Quickplay (Normal),False,True,1993,1727459068482,"['14', '19']",,,,,,
NA1_5019029660,490,Quickplay (Normal),True,False,1494,1718311989294,"['14', '12']",,,,,,
NA1_5059955950,490,Quickplay (Normal),True,False,883,1721868304317,"['14', '14']",,,,,,
NA1_5021294911,490,Quickplay (Normal),False,True,1825,1718580018318,"['14', '12']",,,,,,
NA1_5173865535,490,Quickplay (Normal),False,True,1178,1733386749833,"['14', '23']",,,,,,
NA1_4980996023,490,Quickplay (Normal),True,False,2728,1713843164202,"['14', '8']",,,,,,
NA1_4999063868,490,Quickplay (Normal),False,True,1204,1715887696943,"['14', '10']",,,,,,
NA1_5202405743,490,Quickplay (Normal),False,True,1166,1736393544421,"['14', '24']",,,,,,
NA1_4881908231,490,Quickplay (Normal),False,True,1772,1704459042393,"['13', '24']",,,,,,
NA1_5021150196,490,Quickplay (Normal),True,False,1733,1718566313176,"['14', '12']",,,,,,
NA1_5187661954,490,Quickplay (Normal),True,False,2239,1734773443203,"['14', '24']",,,,,,
NA1_5059874381,490,Quickplay (Normal),True,False,1947,1721866146414,"['14', '14']",,,,,,
NA1_4875615606,490,Quickplay (Normal),True,False,915,1703909897767,"['13', '24']",,,,,,
NA1_5201463929,490,Quickplay (Normal),False,True,1819,1736291605720,"['14', '24']",,,,,,
NA1_4892485005,490,Quickplay (Normal),True,False,767,1705289886947,"['14', '1']",,,,,,
NA1_5150264084,490,Quickplay (Normal),False,True,1242,1731134093262,"['14', '22']",,,,,,
NA1_4935818275,490,Quickplay (Normal),False,True,631,1709259958559,"['14', '4']",,,,,,
NA1_5021277669,490,Quickplay (Normal),True,False,819,1718579080107,"['14', '12']",,,,,,
NA1_5190645966,490,Quickplay (Normal),True,False,1526,1735094698203,"['14', '24']",,,,,,
NA1_5019089225,490,Quickplay (Normal),True,False,1291,1718318312991,"['14', '12']",,,,,,
NA1_4999473790,490,Quickplay (Normal),False,True,1389,1715920191638,"['14', '10']",,,,,,
NA1_5025385487,490,Quickplay (Normal),True,False,1436,1719098013735,"['14', '12']",,,,,,
NA1_5041191442,490,Quickplay (Normal),False,True,1513,1721250230174,"['14', '14']",,,,,,
NA1_5174821278,490,Quickplay (Normal),False,True,1613,1733489550985,"['14', '23']",,,,,,
NA1_5026505055,490,Quickplay (Normal),True,False,1367,1719222071270,"['14', '12']",,,,,,
NA1_5187613232,490,Quickplay (Normal),True,False,537,1734767642208,"['14', '24']",,,,,,
NA1_4952182549,490,Quickplay (Normal),True,False,966,1711009241326,"['14', '6']",,,,,,
NA1_5184077073,490,Quickplay (Normal),True,False,1215,1734406495659,"['14', '24']",,,,,,
NA1_4988332472,490,Quickplay (Normal),True,False,1318,1714588416921,"['14', '9']",,,,,,
NA1_4895833244,490,Quickplay (Normal),True,False,1687,1705554689542,"['14', '1']",,,,,,
NA1_5051812412,490,Quickplay (Normal),False,True,1183,1721545816045,"['14', '14']",,,,,,
NA1_5182489579,490,Quickplay (Normal),False,True,841,1734247436646,"['14', '24']",,,,,,
NA1_5198778822,490,Quickplay (Normal),False,True,2363,1735980130990,"['14', '24']",,,,,,
NA1_5121914672,490,Quickplay (Normal),False,True,1078,1727472619626,"['14', '19']",,,,,,
NA1_4890146135,490,Quickplay (Normal),False,True,1721,1705125693565,"['14', '1']",,,,,,
